title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue,return
The Fighter,2010-12-17,2010,14.141837,1512.0,7.2,"['Mark Wahlberg', 'Christian Bale', 'Amy Adams', 'Melissa Leo', ""Mickey O'Keefe"", 'Dendrie Taylor', 'Jack McGee', 'Bianca Hunter', 'Erica McDermott', 'Jenna Lamia', 'Caitlin Dwyer', 'Chanty Sok', 'Jackson Nicoll', 'Frank Renzulli', 'Sugar Ray Leonard', 'Melissa McMeekin', 'Ted Arcidi', 'Ross Bickell', 'Sean Malone', 'Matthew Muzio', 'Alison Folland', 'Thomas Benton', 'Jeremiah Kissel', 'Kim Carrell', 'Dale Place', 'Bonnie Aarons', 'Walter Driscoll', 'Jerrell Lee Wesley', 'Eric Weinstein', 'Anthony Molinari', 'Peter Cunningham', 'Brian Christensen', 'Jen Weissenberg', 'Michael Buffer', 'Larry Merchant', 'Jim Lampley', 'Emanuel Steward', 'Roy Jones Jr.', 'George Foreman', 'Dicky Eklund Jr.', 'Charlie Alejandro', 'Joseph Basile', 'Jeffrey Corazzini', 'Conan Marchi', 'Brina', 'Luisa Diaz', 'Shawn Fogarty', 'Jodie Brunelle', 'John Franchi', 'Gino Cafarelli', 'Al Conti', 'Shawn Doherty', 'Henry Penzi', 'Ger Duany', 'Alex East', 'Dan Marshall', 'Jeff Martineau', 'Anastasia Sanidopoulos Mousis', 'Briggon Snow', 'Thomas Olson', 'Ron Shimshilashvili', 'Mark Falvo', 'Susan Farese', 'Dennis Jay Funny', 'London Hall', 'Hunter Wilichoski', 'Kimko', 'Dennis Lauricella', 'David Struffolino', 'Alicia Love', 'Joseph Oliveira', 'Joe Siriani']",David O. Russell,25000000.0,93617009.0,3.74468036
Mamma Mia!,2008-07-03,2008,10.534437,1435.0,6.4,"['Meryl Streep', 'Pierce Brosnan', 'Amanda Seyfried', 'Colin Firth', 'Stellan Skarsgård', 'Julie Walters', 'Christine Baranski', 'Dominic Cooper', 'Ashley Lilley', 'Rachel McDowall', 'Philip Michael', 'Enzo Squillino, Jr.', 'Juan Pablo Di Pace', 'Niall Buggy', 'Ricardo Montez', 'Mia Soteriou', 'Chris Jarvis', 'George Georgiou', 'Hemi Yeroham', 'Maria Lopiano', 'Norma Atallah', 'Myra McFadyen', 'Leonie Hill', 'Jane Foufas', 'Nancy Baldwin', 'Helen Soraya']",Phyllida Lloyd,52000000.0,609841637.0,11.727723788461539
Broadcast News,1987-12-16,1987,8.627019,101.0,6.8,"['William Hurt', 'Albert Brooks', 'Holly Hunter', 'Robert Prosky', 'Lois Chiles', 'Joan Cusack', 'Peter Hackes', 'Christian Clemenson', 'Jack Nicholson', 'Robert Katims', 'Ed Wheeler', 'Stephen Mendillo', 'Kimber Shoop', 'Dwayne Markee', 'Gennie James', 'Leo Burmester', 'Marita Geraghty', 'Glen Roven', 'Marc Shaiman', 'John Cusack']",James L. Brooks,20000000.0,51249404.0,2.5624702
The Founder,2016-11-24,2016,17.523343,855.0,7.0,"['Michael Keaton', 'Nick Offerman', 'John Carroll Lynch', 'Linda Cardellini', 'Patrick Wilson', 'B. J. Novak', 'Laura Dern', 'Justin Randell Brooke', 'Kate Kneeland', 'Wilbur Fitzgerald', 'Griff Furst', 'David de Vries', 'Andrew Benator', 'Cara Mantella', 'Randall Taylor', 'Kabby Borders', 'Valeri Rogers']",John Lee Hancock,25000000.0,23964782.0,0.95859128
"The Good, The Bad, The Weird",2008-07-16,2008,8.218314,196.0,7.1,"['Song Kang-ho', 'Lee Byung-hun', 'Jung Woo-sung', 'Yoon Je-moon', 'Song Young-chang', 'Lee Chung-a', 'Kim Kwang-il', 'Ma Dong-seok', 'Jo Kyeong-hun', 'Lee Hang-soo', 'Hyun Joong Kang', 'Lee Sung-min', 'Oh Dal-su', 'Kim Min-jae', 'Son Byung-ho', 'Ryu Seung-su']",Kim Jee-woon,10000000.0,0.0,0.0
London Has Fallen,2016-03-02,2016,15.037993,1656.0,5.8,"['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman', 'Angela Bassett', 'Melissa Leo', 'Robert Forster', 'Shivani Ghai', ""Sean O'Bryan"", 'Radha Mitchell', 'Jackie Earle Haley', 'Charlotte Riley', 'Mehdi Dehbi', 'Colin Salmon', 'Alon Aboutboul', 'Jorge Leon Martinez', 'Waleed Zuaiter', 'Adel Bencherif', 'Michael Wildman', 'Penny Downie', 'Patrick Kennedy', 'Deborah Grant', 'Andrew Pleavin', 'Nigel Whitmey', 'Julia Montgomery Brown', 'Elsa Mollien', 'Philip Delancy', 'Nikesh Patel', 'Nancy Baldwin', 'Terence Beesley']",Babak Najafi,60000000.0,205754447.0,3.4292407833333334
The Lazarus Project,2008-10-21,2008,11.387338,116.0,6.0,"['Paul Walker', 'Piper Perabo', 'Lambert Wilson', 'Linda Cardellini', 'Shawn Hatosy', 'Bob Gunton', 'Malcolm Goodwin', 'Brooklynn Proulx', 'Tony Curran', 'Ross McMillan', 'Aaron Hughes', 'Sean Skene', 'John Callander', 'Alex Sol', 'Peter Jordan', 'Tracy McMahon', 'Chuck Robinson', 'David Duncan', 'Richard Thomas', 'Frank Adamson', 'Ofield Williams', ""Mike O'Brien"", 'Leigh Enns', 'Ty Wood', 'Steve Ratzlaff', 'Dan Skene', 'Susan Kelso', 'Manfred Maretzki', 'Aryanna Zamonsky', 'Lisa Durupt', 'Onalee Ames', 'Jessica Burleson']",John Glenn,9750000.0,558000.0,0.05723076923076923
Miss Meadows,2014-09-12,2014,2.934599,60.0,5.1,"['Katie Holmes', 'James Badge Dale', 'Callan Mulvey', 'Mary Kay Place', 'Saidah Arrika Ekulona', 'James Landry Hébert', 'Kate Linder', 'Stephen Bishop', 'Jean Smart', 'Harry Zinn']",Karen Leigh Hopkins,2000000.0,0.0,0.0
The Brand New Testament,2015-09-02,2015,6.488451,435.0,6.4,"['Pili Groyne', 'Benoît Poelvoorde', 'Yolande Moreau', 'Catherine Deneuve', 'François Damiens', 'Serge Larivière', 'Didier De Neck', 'Laura Verlinden', 'Romain Gelin', 'Marco Lorenzini', 'Johan Heldenbergh', 'Anna Tenta', 'David Murgia', 'Gaspard Pauwels', 'Bilal Aya', 'Johan Leysen', 'Dominique Abel', 'Lola Pauwels', 'Sandrine Laroche', 'Louis Durant', 'Jean Luc Piraux', 'Anne-Pascale Clairembourg', 'Alice van Dormael', 'Caroline Lambert', 'Jérôme Varanfrain', 'Aïssatou Diop', 'Armand Van Dormael', 'Viviane de Muynck', 'Pascal Duquenne', 'Hervé Sogne', 'Kody Kim', 'Besnik Mimani', 'Michèle-Anne De Mey', 'Jean-François Wolff', 'Norbert Rutili', 'Luc Schiltz', 'Harry Cleven', 'Jean-Henri Compère', 'Tom Audenaert', 'George Nixon', 'Ivone Semedo', 'Christian Magnani', 'Tom Canivet', 'Clara Gunzig', 'Agatha Eleanor Masson', 'Nora Young', 'Anne-Marie Loop', 'Fabien Zeimes', 'Gabriel Boisante', 'Charlie Degotte', 'Thérèse Kobankaya', 'Elisa Echevaria Menendez', 'Diego Dalmans', 'Hannah Gunzig', 'Eiaël Lefranq Binon', 'Nora Alberdi Perez', 'Kiko Mirales', 'Tanguy De Backer', 'Elsa Houben', 'Julien Jakout', 'Cyril Perrin', 'Jaco Van Dormael']",Jaco Van Dormael,8555500.0,0.0,0.0
Beverly Hills Cop,1984-11-29,1984,8.503483,985.0,6.8,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Ronny Cox', 'Paul Reiser', 'Gilbert R. Hill', 'Lisa Eilbacher', 'Steven Berkoff', 'James Russo', 'Jonathan Banks', 'Stephen Elliott', 'Bronson Pinchot', 'Michael Champion', 'Michael Gregory', 'Rick Overton', 'Damon Wayans', 'Art Kimbro', 'Joel Bailey']",Martin Brest,15000000.0,316360478.0,21.090698533333335
Cyborg She,2008-05-31,2008,2.781309,32.0,6.6,"['Haruka Ayase', 'Keisuke Koide', 'Risa Ai', 'Yoshikazu Ebisu', ""Ken'ichi Endô"", 'Kenta Kiritani', 'Masatō Ibu', 'Fumiyo Kohinata', 'Rio Matsumoto', 'Rokuro Naya', 'Megumi Sato', 'Yuriko Yoshitaka', 'Kazuko Yoshiyuki', 'Hiromasa Taguchi', 'Naoto Takenaka', 'Ryosuke Nagata', 'Suzunosuke']",Kwak Jae-yong,8500000.0,0.0,0.0
Little Witch Academia: The Enchanted Parade,2015-07-03,2015,1.464431,27.0,7.3,"['Megumi Han', 'Fumiko Orikasa', 'Michiyo Murase', 'Youko Hikasa', 'Noriko Hidaka', 'Noriko Hidaka', 'Arisa Shida', 'Rie Murakawa', 'Reina Ueda']",Yoh Yoshinari,625.0,0.0,0.0
The Legend of Zorro,2005-10-24,2005,8.940007,909.0,5.9,"['Antonio Banderas', 'Catherine Zeta-Jones', 'Adrián Alonso Barona', 'Julio Oscar Mechoso', 'Nick Chinlund', 'Alexa Benedetti', 'Rufus Sewell', 'Raúl Méndez', 'Brandon Wood', 'Michael Emerson', 'Pedro Armendáriz Jr.', 'Mary Crosby', 'Giovanna Zacarías', 'Alberto Reyes', 'Gustavo Sánchez Parra', 'Carlos Cobos', 'Tony Amendola']",Martin Campbell,75000000.0,142400065.0,1.8986675333333334
My Girl,1991-11-27,1991,8.605742,441.0,7.0,"['Anna Chlumsky', 'Macaulay Culkin', 'Dan Aykroyd', 'Jamie Lee Curtis', 'Richard Masur', 'Griffin Dunne', 'Peter Michael Goetz', 'Lara Steinick', 'Anny Nelsen']",Howard Zieff,16500000.0,0.0,0.0
Harry Brown,2009-11-11,2009,7.478206,351.0,6.7,"['Michael Caine', 'Emily Mortimer', 'Iain Glen', 'Lee Oakes', 'Liam Cunningham', 'Sean Harris', 'Charlie Creed-Miles', 'David Bradley', 'Ben Drew', ""Jack O'Connell"", 'Jamie Downey', 'Liz Daniels', 'Raza Jaffrey', 'Joseph Gilgun', 'Claire Hackett', 'Forbes KB', 'Grace Vallorani', 'Marva Alexander', ""Orla O'Rourke"", 'Marvin Campbell', 'Sian Milne', 'Radoslaw Kaim', 'Klariza Clayton', 'Michelle Tate', 'Andy Pilgrim', 'Mens-Sana Tamakloe', 'Amanda Foster', 'Pete Ford', 'Roy Taylor', 'Chris Pollard', 'Ian van Temperley', 'Andy Wareham', 'Ian Pead', 'Belinda McGinley']",Daniel Barber,7300000.0,10329747.0,1.4150338356164383
The Haunting of Whaley House,2012-07-31,2012,1.235331,17.0,3.9,"['Stephanie Greco', 'Alex Arleo', 'Arielle Brachfeld', 'Graham Denman', 'Carolina Groppa', 'Howard McNair', 'Jason Owsley', 'Lynn Lowry', 'Alfred Rubin Thompson', 'Leigh Davis', 'Mindy Robinson']",Jose Prendes,115000.0,0.0,0.0
The Wolf of Wall Street,2013-12-25,2013,16.382422,6768.0,7.9,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Kyle Chandler', 'Rob Reiner', 'Matthew McConaughey', 'Jon Bernthal', 'Kenneth Choi', 'P. J. Byrne', 'Brian Sacca', 'Henry Zebrowski', 'Jon Favreau', 'Cristin Milioti', 'Joanna Lumley', 'Jake Hoffman', 'Ethan Suplee', 'Jean Dujardin', 'Christine Ebersole', 'Shea Whigham', 'Katarina Čas', 'P. J. Byrne', 'Bo Dietl', 'Jon Spinogatti', 'Aya Cash', 'Rizwan Manji', 'Stephanie Kurtzuba', 'J.C. MacKenzie', 'Ashlie Atkinson', 'Stephen Kunken', 'Ted Griffin', 'Sandra Nelson', 'Dan Bittner', 'Spike Jonze', 'Mackenzie Meehan', 'Thomas Middleditch', 'Edward Herrmann', 'Jordan Belfort', 'Fran Lebowitz', 'Robert Clohessy', 'Welker White', 'Danny Flaherty', 'Carla Corvo', 'Madison McKinley', 'Aaron Lazar', 'Steve Routman', 'Steve Witting', 'Charley Morgan', 'Michael Nathanson', 'Kathleen Fellegara', 'John Behlmann', 'Ward Horton', 'Bret Shuford', ""J.T. O'Connor"", 'Steven Boyer', 'Danny A. Abeckaser', 'Matthew Rauch', 'Michael Izquierdo', 'Donnie Keshawarz', 'Johnathan Tchaikovsky', 'Aaron Glaser', 'Ben Rameaka', 'Brian Charles Johnson', 'Sebastian Tillinger', 'Chris Riggi', 'Meghan Rafferty', 'José Ramón Rosario', 'Davram Stiefler', 'Dan Daily', 'Ben Van Bergen', 'Matte Osian', 'Michael Devine', 'Jason Furlani', 'Jeremy Bobb', 'Tom Greer', 'Sharon Jones', 'Emily Tremaine', 'Zineb Oukach', 'Giselle Eisenberg', 'Deema Aitken', 'Ashley Springer', 'Rémy Bennett', 'Catherine Curtin', 'Paul Urcioli', ""Michael O'Hara"", 'Michael Bryan French', 'Armen Garo', 'Garry Pastore', 'Louis Vanaria', 'Peter Youngblood Hills', 'Brendan Griffin', 'Derek Milman', 'Victor Verhaeghe', 'Chris Caldovino', 'Fileena Bahris', 'Silvia Kal', 'Kamron Leal', 'Tommy Bayiokos', 'Gianni Biasetti Jr.', 'Rick Bolander', 'Spenser Granese', 'Julian Brand', 'Kenneth Carrella', 'Austin Farwell', 'Zach Miko', 'Tyler Evan Rowe', 'Stefano Villabona', 'Gregory Brown', 'Tucker Bryan', 'Michael Jefferson', 'Bryan Burton', 'Mike Catapano', 'Steven Conroy', 'Chris J. Cullen', 'Kelsey Deanne', 'Maria Di Angelis', 'Matthew Gooley', 'London Hall', 'Rosemary Howard', 'Chris Kerson', 'Natasha Key', 'Ben Leasure', 'Paul Jude Letersky', 'Will MacAdam', 'Jeff Moffitt', 'Chris Nunez', ""Seregon O'Dassey"", 'Joseph Oliveira', 'And Palladino', 'Michael Power', 'Jon Douglas Rainey', 'Nicole Rutigliano', 'Sibyl Santiago', 'Kathryn Shasha', 'Vitaliy Shtabnoy', 'Blago Simon', 'Paul Thornton', 'Madeleine Wade', 'David Wenzel', 'Joe Zaso', 'Francis Brooke']",Martin Scorsese,100000000.0,392000694.0,3.92000694
The Homesman,2014-05-18,2014,7.375146,262.0,6.4,"['Hilary Swank', 'Tommy Lee Jones', 'Grace Gummer', 'Meryl Streep', 'Miranda Otto', 'Tim Blake Nelson', 'Hailee Steinfeld', 'Sonja Richter', 'David Dencik', 'John Lithgow', 'James Spader', 'William Fichtner', 'Jesse Plemons', 'Jo Harvey Allen', 'Evan Jones', 'Barry Corbin', 'Caroline Lagerfelt', 'Karen Jones', 'Brian Kennedy', 'Rick Irwin', 'Richard Jones', 'Autumn Shields']",Tommy Lee Jones,16000000.0,3442853.0,0.2151783125
The Reaping,2007-04-05,2007,9.825841,209.0,5.4,"['Hilary Swank', 'David Morrissey', 'Idris Elba', 'AnnaSophia Robb', 'Stephen Rea', 'Andrea Frankle', 'William Ragsdale', 'John McConnell', 'David Jensen', 'Yvonne Landry', 'Samuel Garland', 'Myles Cleveland', 'Mark Lynch', 'Stuart Greer', 'Lara Grice']",Stephen Hopkins,40000000.0,62771059.0,1.569276475
Thunder and the House of Magic,2013-12-24,2013,11.249956,125.0,6.3,"['Brianne Siddall', 'Joey Camen', 'Elisa Gabrielli', 'Robin Atkin Downes', 'Shanelle Workman', 'Doug Stone', 'Grant George', 'Sage Sommer', 'Ella Rouhier', 'Noah Ray Strauss', 'Isabella Tatone', 'Keegan Thomas', 'Cinda Adams', 'Jim Ward', 'Susanne Blakeslee', 'Roxanne Reese', 'Joe Ochman', 'Grey Griffin', 'Kyle Hebert', 'Bill Parks', 'Lani Minella', 'Frank Welker']",Ben Stassen,34000000.0,0.0,0.0
Tropic Thunder,2008-08-09,2008,8.980941,1707.0,6.5,"['Ben Stiller', 'Jack Black', 'Robert Downey Jr.', 'Nick Nolte', 'Steve Coogan', 'Jay Baruchel', 'Danny McBride', 'Brandon T. Jackson', 'Bill Hader', 'Brandon Soo Hoo', 'Reggie Lee', 'Trieu Tran', 'Matthew McConaughey', 'Tom Cruise', 'Jeff Kahn', 'Anthony Ruivivar', 'Eric Winzenried', 'Valerie Azlynn', 'Matt Levin', 'David Pressman', 'Amy Stiller', 'Dempsey Silva', 'Jeff Weidemann', 'Nadine Ellis', 'Rachel Avery', 'Darryl Farmer', 'Rod Tate', 'Maria Menounos', 'Tyra Banks', 'Christine Taylor', 'Jel Galiza', 'Andrea De Oliveira', 'Yvette Nicole Brown', 'J. Thomas Chon', 'Jacob Chon', 'Mini Anden', 'Mike Hoagland', 'Jon Voight', 'Jennifer Love Hewitt', 'Jason Bateman', 'Lance Bass', 'Alicia Silverstone', 'Don Abernathy', 'Linda Bella', 'Denise Bradley', 'Ella Christopher', 'Natalie Cohen', 'Larry Cruz', 'Angela Daun', 'Clark DeVol', 'Kaylee Dodson', 'Jasmine Dustin', 'David D. Espinoza', 'Eric Feliciano', 'Austin Honaker', 'Miko Hughes', 'Dave Johnson', 'Jillian Johnston', 'James Lew', 'Lesley Nicole Lewis', 'Fadhia Carmelle Marcelin', 'Anya Monzikova', 'Chad Mountain', 'Brittany Perry-Russell', 'Simon Rhee', 'DJ Rivers', 'Samantha Sadoff', 'Gaku Space', 'Becca Sweitzer', 'Kaye Marie Talise', 'Sandra Valladares', 'Julie Van', 'Jobeth Wagner', 'Tobey Maguire']",Ben Stiller,92000000.0,188072649.0,2.0442679239130435
Shanghai,2010-06-10,2010,7.370332,53.0,5.9,"['John Cusack', 'Gong Li', 'Chow Yun-fat', 'Jeffrey Dean Morgan', 'Ken Watanabe', 'Rinko Kikuchi', 'David Morse', 'Franka Potente', 'Hugh Bonneville', 'Michael Culkin', 'Hon Ping Tang', 'Benedict Wong', 'Christopher Buchholz', 'Ronan Vibert', 'Nicholas Rowe', 'Gemma Chan', 'Yennis Cheung', 'Wolf Kahler', 'Valentine Fillol-Cordier']",Mikael Håfström,50000000.0,0.0,0.0
Doom,2005-10-20,2005,11.953553,619.0,5.0,"['Dwayne Johnson', 'Karl Urban', 'Rosamund Pike', 'Ben Daniels', 'Deobia Oparei', 'Razaaq Adoti', 'Richard Brake', 'Al Weaver', 'Dexter Fletcher', 'Brian Steele', 'Yao Chin', 'Robert Russell', 'Daniel York', 'Ian Hughes', 'Sara Houghton']",Andrzej Bartkowiak,60000000.0,55987321.0,0.9331220166666667
The Life Before Her Eyes,2007-09-08,2007,12.914737,88.0,6.1,"['Uma Thurman', 'Evan Rachel Wood', 'Eva Amurri Martino', 'Gabrielle Brennan', 'Brett Cullen', 'Oscar Isaac', 'Jack Gilpin']",Vadim Perelman,8000000.0,0.0,0.0
Happiness Is in the Field,1995-01-31,1995,1.254885,23.0,7.0,"['Michel Serrault', 'Eddy Mitchell', 'Sabine Azéma', 'Carmen Maura', 'François Morel', 'Patrick Bouchitey', 'Roger Gicquel', 'Catherine Jacob', 'Yolande Moreau', 'Olivier Saladin', 'Joël Cantona', 'Daniel Russo', 'Eric Cantona']",Étienne Chatiliez,13365000.0,0.0,0.0
Desperado,1995-08-25,1995,6.950458,898.0,6.8,"['Antonio Banderas', 'Salma Hayek', 'Joaquim de Almeida', 'Cheech Marin', 'Steve Buscemi', 'Carlos Andrés Gómez', 'Quentin Tarantino', 'Tito Larriva', 'Angel Aviles', 'Danny Trejo', 'Abraham Verduzco', 'Carlos Gallardo', 'Albert Michel Jr.', 'David Alvarado', 'Angela Lanza', 'Elizabeth Rodriguez']",Robert Rodriguez,7000000.0,25405445.0,3.6293492857142855
Tales from the Darkside: The Movie,1990-05-03,1990,5.732016,92.0,5.8,"['Deborah Harry', 'Matthew Lawrence', 'Christian Slater', 'Steve Buscemi', 'Julianne Moore', 'Robert Sedgwick', 'David Johansen', 'William Hickey', 'Alice Drummond', 'Dolores Sutton', 'James Remar', 'Rae Dawn Chong', 'Robert Klein', 'Ashton Wise', 'Kathleen Chalfant', 'Michael Deak', 'George Guidall', 'Ralph Marrero', 'Philip Lenkowsky', 'Nicole Leach', 'Donna Davidge']",John Harrison,3500000.0,16324573.0,4.664163714285714
Rumble Fish,1983-10-20,1983,8.20519,141.0,6.8,"['Matt Dillon', 'Mickey Rourke', 'Diane Lane', 'Dennis Hopper', 'Diana Scarwid', 'Vincent Spano', 'Nicolas Cage', 'Chris Penn', 'Laurence Fishburne', 'William Smith', 'Michael Higgins', 'Tom Waits', 'Sofia Coppola', 'Tracey Walter', 'Glenn Withrow', 'S.E. Hinton', 'Kristi Somers']",Francis Ford Coppola,10000000.0,2494480.0,0.249448
Star Trek,2009-05-06,2009,15.362632,4574.0,7.4,"['Chris Pine', 'Zachary Quinto', 'Leonard Nimoy', 'Eric Bana', 'Bruce Greenwood', 'Karl Urban', 'Zoe Saldana', 'Simon Pegg', 'John Cho', 'Anton Yelchin', 'Ben Cross', 'Winona Ryder', 'Chris Hemsworth', 'Jennifer Morrison', 'Rachel Nichols', 'Faran Tahir', 'Clifton Collins Jr', 'Greg Ellis', 'Scottie Thompson', 'Paul McGillion', 'Lucia Rijker', 'Jimmy Bennett', 'Greg Grunberg', 'Lisa Vidal', 'Jacob Kogan', 'Tyler Perry', 'Amanda Foreman', 'Diora Baird', 'Sufe Bradshaw', 'Tony Elias', 'Sean Gerace', 'Randy Pausch', 'Tim Griffin', 'Freda Foh Shen', 'Kasia Kowalczyk', 'Jason Brooks', 'Sonita Henry', 'Kelvin Yu', 'Marta Martin', 'Tavarus Conley', 'Jeff Castle', 'Billy Brown', 'Spencer Daniels', 'Jeremy Fitzgerald', 'Zoe Chernov', 'Max Chernov', 'Lorenzo James Henrie', 'Colby Paul', 'Cody Klop', 'Akiva Goldsman', 'Anna Katarina', 'Douglas Tait', 'Tony Guma', 'Gerald W. Abrams', 'James McGrath', 'Jason Matthew Smith', 'Marcus Young', 'Bob Clendenin', 'Reggie Lee', 'Jeffrey Byron', 'Jonathan Dixon', 'Ben Binswagner', 'Margot Farley', 'Alex Nevil', 'Kimberly Arland', 'Jeff Chase', 'Charles Haugk', 'Nana Hill', 'Michael Saglimbeni', 'John Blackman', 'Jack Millard', 'Shaela Luter', 'Sabrina Morris', 'Michelle Parylak', 'Oz Perkins', 'Michael Berry Jr.', 'Matthew Beisner', 'Neville Page', 'Jesper Inglis', 'Marlene Forte', 'Leonard O. Turner', 'Mark Bramhall', 'Ronald F. Hoiseck', 'Irene Roseen', ""Jeff O'Haco"", 'Deep Roy', 'Majel Barrett', 'Rico E. Anderson', 'Richard Arnold', 'Tad Atkinson', 'Leslie Augustine', 'Johnny Baca', 'Sala Baker', 'Leo Baligaya', 'Corey Becker', 'Jessica Boss', 'Neil S. Bulk', 'James Cawley', 'Brad Champagne', 'Zachary Culbertson', 'Calvin Dean', 'Christopher Doohan', 'Claire Doré', 'Mark Casimir Dyniewicz', 'Etienne Eckert', 'Ken Edling', 'Aliza Finley', 'Ian Fisher', 'Mathew Thomas Foss', 'Massi Furlan', 'Victor Garber', 'Tommy Germanovich Jr.', 'Mary Grace', 'Wyatt Gray', 'Joshua Greene', 'Nancy Guerriero', 'Justin Rodgers Hall', 'Jeffery Hauser', 'Brad William Henke', 'Elizabeth Ingalls', 'Christopher Karl Johnson', 'Jolene Kay', 'Sarah Klaren', 'Makiko Konishi', 'Bryan Lee', 'Daniel D. Lee', 'Anne Leighton', 'Steve Luna', 'Aaron Lynch', 'Justin Malachi', 'Nav Mann', 'Paul Marshall', 'Owen Martin', 'Taylor McCluskey', 'Matthew McGregor', 'Caitlin McKenna-Wilkinson', 'Patrizia Milano', 'Kevin Moser', 'Jonathan W.D. Newkerk', 'Westley Nguyen', 'Jim Nieb', 'Andres Perez-Molina', 'Mark Phelan', 'Damion Poitier', 'Rahvaunia', 'Bertrand Roberson Jr.', 'Deborah Rombaut', 'Leonard Jonathan Ruebe', 'Ramona Seymour', 'William Morgan Sheppard', 'Katie Soo', 'Ronnie Steadman', 'Joseph Stephens Jr.', 'Joseph Steven', 'T.J. Storm', 'Paul Townsend', 'Scott Trimble', 'Errik Tustenuggee', 'Ravi Valleti', 'Jason Vaughn', 'A.J. Verel', 'Brian Waller', 'Steve Wharton', 'Wil Wheaton', 'Brianna Womick', 'Lynnanne Zager', 'Pavel Lychnikoff', 'Darlena Tejeiro']",J.J. Abrams,150000000.0,385680446.0,2.5712029733333335
The Internship,2013-06-07,2013,0.393865,1691.0,6.1,"['Owen Wilson', 'Vince Vaughn', 'Rose Byrne', 'Max Minghella', 'Aasif Mandvi', 'Josh Brener', ""Dylan O'Brien"", 'Tiya Sircar', 'Tobit Raphael', 'Josh Gad', 'Jessica Szohr', 'Rob Riggle', 'Eric André', 'Harvey Guillen', 'Gary Anthony Williams', 'Bruno Amato', 'JoAnna Garcia', 'Anna Enger', 'B. J. Novak', 'Karen Ceesay', 'Ashlee Heath', ""Linda 'Lil' Johnston"", 'Will Ferrell', 'John Goodman', 'Jill Jane Clements', 'Sean Goulding', 'Brian F. Durkin', 'Sophie Levy', 'Charlie Levy', 'Valyn Hall', 'Jarion Monroe', 'Fel Tengonciang', 'Doris Morgado', 'Molly Brady', ""Jody Smith 'The Supertrainer'"", 'Tiara Ramos', 'Wells Chen', 'Rodolfo C Barrios', 'Laura Avnaim', 'DuRa Brown', 'Miracole Burns', 'Brian Castellanos', 'Cabran E. Chamberlain', 'Ricky Cornett', 'Mickey Cole Jr.', 'Margie Cox', 'Greg Crews', 'Thomas Dalby', 'Corey D. Dargan', 'Nick DeKay', 'Patrick Engler', 'Am Fong', 'Bentley Gates', 'John T. Ford', 'Claudia Gates', 'Tina Gilton', 'Christian Guiton', 'Daniel Howat', 'John Lobato', 'Michael D. Layden', 'Liana Loggins', 'Lucky Mangione', 'Cooper McKay', 'Julie Mayo', 'Kristina Mickel', 'Ken Melde', 'Moses J. Moseley', 'Kacie Jo Marta Nickles', 'Camilo Kem Olmeda', 'John Orantes', 'Wayne Packer', 'Star Phyfe', 'Daniel Partenie', 'Kelly V. Reid', 'Joel Rogers', 'Joshua Reid-Davis', 'Mitchell Schwartz', 'Molly Shaiken', 'Natalia Smith', 'Curry Stone', 'Kristopher Thiab', 'Jake Tompkins', 'Bilan Walker', 'Matthew Wang', 'James Watlington', 'Jean Whalen', 'Callan Wilson', 'Nickolas Wolf', 'Caleb Woods', 'Brady Morales Woolery', 'Jacqueline Marie Zwick', 'Andrew Blazensky', 'Zane Stephens', 'Tyler Bilyeu', 'Hunter Clowdus', 'Jekyns Pelaez', 'Dean Balkwill', 'Tess Levy', 'Clifton Guterman', 'Chasty Ballesteros', 'Heather Rae Young', 'Chuti Tiu', 'Martha B. Knighton', 'Gus Williams', 'Sergey Brin', 'Troy Faruk', 'Carl Marino', 'Christopher Marrone', 'Nkechi Okoro', 'Vanessa Ross', 'Etienne Vick', 'Millie Wannamaker', 'John Michael Weatherly', 'Steven Wiig', 'Lisa Wu', 'Jimmy O. Yang', 'Michael J. Walker']",Shawn Levy,58000000.0,44000000.0,0.7586206896551724
My Cousin Vinny,1992-03-13,1992,7.922216,393.0,7.3,"['Joe Pesci', 'Ralph Macchio', 'Marisa Tomei', 'Mitchell Whitfield', 'Fred Gwynne', 'Bruce McGill', 'Lane Smith', 'Austin Pendleton', 'Raynor Scheine', 'James Rebhorn', 'Chris Ellis']",Jonathan Lynn,11000000.0,64088552.0,5.826232
Shrek the Halls,2007-11-28,2007,7.081997,179.0,5.8,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Cody Cameron', 'Susan Fitzer', 'Christopher Knights', 'Gary Trousdale', 'Conrad Vernon', 'Aron Warner', 'Marissa Jaret Winokur', 'Miles Bakshi', 'Nina Zoe Bakshi', 'Dante James Hauser', 'Sean Bishop']",Gary Trousdale,60000000.0,0.0,0.0
The Invisible Guest,2016-12-15,2016,13.90698,395.0,8.1,"['Mario Casas', 'José Coronado', 'Bárbara Lennie', 'Ana Wagener', 'Francesc Orella', 'Paco Tous', 'David Selvas', 'San Yélamos', 'Iñigo Gastesi']",Oriol Paulo,4000000.0,0.0,0.0
